Image Number,Label,x1,y1,x2,y2,x3,y3,x4,y4
50,zebra_deit_whole,65.6130434782609,49.6130434782609,193.05652173913,49.6130434782609,193.05652173913,203.769565217391,65.6130434782609,203.769565217391
51,zebra_deit_whole,65.6130434782609,45.7173913043478,195.839130434783,45.7173913043478,195.839130434783,164.813043478261,65.6130434782609,164.813043478261
52,zebra_deit_whole,46.1347826086957,29.5782608695652,178.586956521739,29.5782608695652,178.586956521739,157.578260869565,46.1347826086957,157.578260869565
53,zebra_deit_whole,156.326086956522,106.934782608696,181.926086956522,106.934782608696,181.926086956522,134.204347826087,156.326086956522,134.204347826087
54,zebra_deit_whole,16.0826086956522,62.9695652173913,205.85652173913,62.9695652173913,205.85652173913,211.560869565217,16.0826086956522,211.560869565217
55,backpack_deit_whole,25.5434782608696,47.9434782608695,210.865217391304,47.9434782608695,210.865217391304,206.552173913043,25.5434782608696,206.552173913043
56,backpack_deit_whole,112.917391304348,65.195652173913,193.05652173913,65.195652173913,193.05652173913,194.865217391304,112.917391304348,194.865217391304
57,backpack_deit_whole,63.3869565217391,45.7173913043478,163.004347826087,45.7173913043478,163.004347826087,177.613043478261,63.3869565217391,177.613043478261
58,backpack_deit_whole,64.5,30.6913043478261,174.691304347826,30.6913043478261,174.691304347826,212.117391304348,64.5,212.117391304348
59,backpack_deit_whole,31.6652173913043,13.4391304347826,102.34347826087,13.4391304347826,102.34347826087,216.013043478261,31.6652173913043,216.013043478261
60,umbrella_deit_whole,28.3260869565217,42.9347826086956,197.508695652174,42.9347826086956,197.508695652174,195.421739130435,28.3260869565217,195.421739130435
61,umbrella_deit_whole,22.204347826087,63.5260869565217,130.726086956522,63.5260869565217,130.726086956522,211.560869565217,22.204347826087,211.560869565217
62,umbrella_deit_whole,51.7,32.9173913043478,211.978260869565,32.9173913043478,211.978260869565,110.273913043478,51.7,110.273913043478
63,umbrella_deit_whole,11.0739130434783,61.8565217391304,181.926086956522,61.8565217391304,181.926086956522,162.030434782609,11.0739130434783,162.030434782609
64,umbrella_deit_whole,0.5,12.3260869565217,224.5,12.3260869565217,224.5,69.6478260869565,0.5,69.6478260869565
65,parking meter_deit_whole,0.5,22.9,211.978260869565,22.9,211.978260869565,130.865217391304,0.5,130.865217391304
66,parking meter_deit_whole,76.1869565217391,60.7434782608696,224.5,60.7434782608696,224.5,223.247826086957,76.1869565217391,223.247826086957
67,parking meter_deit_whole,61.7173913043479,64.0826086956522,146.308695652174,64.0826086956522,146.308695652174,190.413043478261,61.7173913043479,190.413043478261
68,parking meter_deit_whole,0.5,69.6478260869565,224.5,69.6478260869565,224.5,189.3,0.5,189.3
69,parking meter_deit_whole,178.030434782609,86.3434782608696,224.5,86.3434782608696,224.5,189.3,178.030434782609,189.3
85,mouse_deit_whole,28.3260869565217,40.7086956521739,180.256521739131,40.7086956521739,180.256521739131,97.4739130434783,28.3260869565217,97.4739130434783
86,mouse_deit_whole,30.5521739130435,49.6130434782609,214.760869565217,49.6130434782609,214.760869565217,180.952173913043,30.5521739130435,180.952173913043
87,mouse_deit_whole,77.8565217391305,19.004347826087,208.639130434783,19.004347826087,208.639130434783,171.491304347826,77.8565217391305,171.491304347826
88,mouse_deit_whole,0.5,112.5,163.004347826087,112.5,163.004347826087,206.552173913043,0.5,206.552173913043
89,mouse_deit_whole,0.5,15.1086956521739,195.839130434783,15.1086956521739,195.839130434783,179.839130434783,0.5,179.839130434783
90,vase_deit_whole,59.4913043478261,12.3260869565217,135.734782608696,12.3260869565217,135.734782608696,224.5,59.4913043478261,224.5
91,vase_deit_whole,14.4130434782609,51.2826086956522,100.673913043478,51.2826086956522,100.673913043478,224.5,14.4130434782609,224.5
92,vase_deit_whole,46.1347826086957,4.53478260869565,160.778260869565,4.53478260869565,160.778260869565,177.613043478261,46.1347826086957,177.613043478261
93,vase_deit_whole,30.5521739130435,0.5,180.813043478261,0.5,180.813043478261,212.117391304348,30.5521739130435,212.117391304348
94,vase_deit_whole,74.5173913043478,34.0304347826087,146.865217391304,34.0304347826087,146.865217391304,206.552173913043,74.5173913043478,206.552173913043
95,cup_deit_whole,27.7695652173913,60.1869565217391,175.247826086957,60.1869565217391,175.247826086957,177.613043478261,27.7695652173913,177.613043478261
96,cup_deit_whole,30.5521739130435,77.4391304347826,184.708695652174,77.4391304347826,184.708695652174,178.169565217391,30.5521739130435,178.169565217391
97,cup_deit_whole,23.3173913043478,52.9521739130435,208.082608695652,52.9521739130435,208.082608695652,158.134782608696,23.3173913043478,158.134782608696
98,cup_deit_whole,75.6304347826087,127.526086956522,150.760869565217,127.526086956522,150.760869565217,182.065217391304,75.6304347826087,182.065217391304
99,cup_deit_whole,63.9434782608696,12.8826086956522,194.726086956522,12.8826086956522,194.726086956522,224.5,63.9434782608696,224.5
